Tweet,Suicide,preprocess
RT @therealMickeyT: Wasn't the performance we wanted but delighted with a point we're still unbeaten &amp; got the best GK in the world,Not Suicide post,retweet not performance wanted delighted point unbeaten gk world
"In ny No flight delays, thank goodness. Las vegas was memorable! Loved fob/atl/cs concert",Not Suicide post,ny flight delay goodness la vega memorable loved fob atl c concert
is going to take a nap before going for BM tuition.,Not Suicide post,nap bm tuition
RT @porrafelipeee: They figure me a dead motherfucker,Potential Suicide post ,retweet figure dead motherfucker
@bensummers Isn't that sweet of them.... Altruism at it's finest....,Not Suicide post,not sweet altruism finest
http://twitpic.com/2y7ho - edit = my mood,Not Suicide post,edit mood
@aaronspears She's soo cute Good luck with the museum thing... lol,Not Suicide post,soo cute good luck museum thing laughing loud
"@thatalisongirl I think the ginger next door are having a fight, like a bad one! I don't know what to do",Not Suicide post,ginger door fight bad not
Want to kill him.,Not Suicide post,kill
why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we dont know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean ,Potential Suicide post ,mankind afraid death fear death nowdays back middle age fear hell stupid shit today completly painless struggle end not suicidal quit pussy easy struggle life easy route personally mankind fear unkown not death back actual death reported actual clinical dead reason not kill stay pussy pussy
i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and 100 times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,Potential Suicide post ,feel pain sick hold advantage mei amsick choicei amsick neglected feared hated feel wrath pain sick hiding shadow taking happen time hope reliefi amsick people not afraid admit make sick happy people perfect life not deserve happy
"Back home and finished dinner. Just stopped by for a minute, still much to do tonight! Be back later",Not Suicide post,back home finished dinner stopped minute tonight back
"@weird6 it is. The pizza place is standing room only around dinnertime. They had a pizza named after me, the Woo.",Not Suicide post,pizza place standing room dinnertime pizza named woo
I'm so fucking tired of depression. I woke up feeling productive today now I don't want to do anything I feel shitâ¦ https://t.co/hdyYYzOq6X,Potential Suicide post ,fucking tired depression woke feeling productive today not feel shit
@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,Potential Suicide post ,life miserable guess light end tunnel
@PembrokeDave Just working matey but i'm off next week,Not Suicide post,working matey week
i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,Potential Suicide post ,post tired living good thing left life girlfriend broke feel hopeless not feel kill
eating as usual....cant wait for Pogo thursday night! whoop,Not Suicide post,eating usual wait pogo thursday night whoop
@rabbitroodle And me too! *YAY!* GOOD MORNING!!!,Not Suicide post,yay good morning
"@inmyheadstudios well...good morning, i think...lol nothing like playing muscial chairs with where you sleep!",Not Suicide post,good morning lol playing muscial chair sleep
@destanigroup Thanks for the link to fastpitch!,Not Suicide post,link fastpitch
*caugh* *caugh* I am ... Darth Batman! http://hex.io/kkf most brilliant crossover ever,Not Suicide post,caugh caugh darth batman brilliant crossover
why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,Potential Suicide post ,weak not job fault thati amfeeling punish leaveim supposed pointi terrified taking stress leave nowi amstarting convinced killing option doctor med crazy not not friend family support net not friend shit boyfriend talk not problem not saddle weakness shit person deserve
I feel so lonely,Potential Suicide post ,feel lonely
@madhoward... I'm almost caught up on HIMYM! I watched 3-4 episodes with @calamus last night! SSSSOOOO GOOD!,Not Suicide post,caught himym watched episode night good
"RT @SevenShepherd: ""And a certain centurion's servant, who was dear unto him, was sick, and ready to die."" ~Luke 7:2 #Jesus #God #Bible",Potential Suicide post ,retweet centurion servant dear sick ready die luke
"Off to town now, see you later",Not Suicide post,town
@JonathanRKnight Thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,Not Suicide post,inspiring people check great not
forgot she had a twitter &amp; is pleased to know more people have joined.,Not Suicide post,forgot twitter pleased people joined
"sis, don't. my life isnt how you  think it is. my life is a miserable.",Potential Suicide post ,si not life not life miserable
@aplusk Ha! Nice...A lot like love is on tv right now what a cute movie!,Not Suicide post,ha nice lot love tv cute movie
besties staying tonite !!,Not Suicide post,besties staying tonite
RT @NickdMiller: Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,Potential Suicide post ,retweet damn hardcore hate preheating oven clear ap style
@alexiaaa hahas sucks to be you,Not Suicide post,hahas suck
@nikkiclifton Thank you precious woman. May you receive that and exceedingly more than you could ever hope for or imagine.,Not Suicide post,precious woman receive exceedingly hope imagine
the time has finally come i am finally ready to end it all after 25 years of a sickening life i am ready to end it all i should have done it earlier but my life was all about coping i ll die with depression and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i ll die in the city where i was born the bridge is 75 meters tall so it should be enough to kill me if i fall on concrete goodbye meaningless world,Potential Suicide post ,time finally finally ready end year sickening life ready end earlier life coping ll die depression involutary celibate thought resorting sex work death motivation ll die city born bridge meter tall kill fall concrete goodbye meaningless world
"@cityrat59 nothing to congratulate for, it's just a task, but thanks @geovolt i don't work in the Maemo group",Not Suicide post,congratulate task not work maemo group
i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault ive heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,Potential Suicide post ,tired sleep afraid dream guess fault guess problem fault heard supposed make feel mean work change thing make feel worse not people not care die asked rest not tired not
i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place ,Potential Suicide post ,moment coming piece life set fate mom leave house work opportunity free care die day suicide carry gun find lost not enjoy music girl love friend girlfriend disgust life leave place
wow i just woke up and there's a bag next to my bed. i hate alcohol! wtf happened tonight?!?! thanks everyone who came to my bday dinner,Not Suicide post,wow woke bag bed hate alcohol fuck happened tonight birthday dinner
@lejeff oh pants! I'm hanging out with the old folks back in England Defo b up 4 1 when I get back. tho,Not Suicide post,pant hanging folk back england defo back
@thatswhack74 WHOA I WANT SOME TOO,Not Suicide post,whoa
#totd faves: Time for bed...have a good night/day ...see you in the am...if you...: faves: Time for bed.. http://ad.vu/c2sh,Not Suicide post,faves time bed good night day faves time bed
I didn't want you to see the painting until it was done.,Not Suicide post,not painting
He was tired.,Not Suicide post,tired
I'm so tired of living pay check to pay check. If any scammer wanna DM please do ðð,Potential Suicide post ,tired living pay check pay check scammer direct message
Y'a I'll go on a complete social media strike till I change myself completely. I'm about to unlearn all the fuckedâ¦ https://t.co/d2baPJ9Q6c,Potential Suicide post ,complete social medium strike till change completely unlearn fucked
- Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook;that is until he reads this,Not Suicide post,sitting studio talking danniee ignoring adding friend facebook read
This was a relationship she might want to pursue if he wasn't involved in something illegal.,Not Suicide post,relationship pursue not involved illegal
@janniesTWbox But the dip keeps following me! Neh gaat alweer stuk beter gelukkig. Just one of those days!,Not Suicide post,dip neh gaat alweer stuk beter gelukkig day
Installing meebO at http://pkab.wordpress.com. Now you can talk with me when I am online.,Not Suicide post,installing meebo talk online
My baby is tired.,Not Suicide post,baby tired
Done with the stress,Not Suicide post,stress
RT @soieange: My ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abouâ¦,Potential Suicide post ,retweet ultimate goal not end miserable people settled life perpetually bitter abou
"@writingprincess Also, do you own any designer clothes?",Not Suicide post,designer clothes
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodoraâ¦ https://t.co/5MOeekHS6M,Potential Suicide post ,tired living st immediately regular deodora
@Acrobat77 Select the tile option. It's a little square towards the bottom of the screen when you're changing the background,Not Suicide post,select tile option square bottom screen changing background
@RealRobBrydon can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,Not Suicide post,wait friday coming recording friday guest forward
Good morro! I had a dream that I was banned from GGUI,Not Suicide post,good morro dream banned ggui
"@khushi4all Don't make a topic, am sure you'll get some replies soon.",Not Suicide post,not make topic reply
I want you to clean the dishes.,Not Suicide post,clean dish
me when i finally die after saying i want to die every single day https://t.co/zXWoEexbQZ,Potential Suicide post ,finally die die single day
i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,Not Suicide post,tired suppose procrastinating damn hate ego tied grade blame capitalism
@sorinna Billie Holiday - I love this one Ã¯Â¿Â½TÃ¯Â¿Â½ainÃ¯Â¿Â½t NobodyÃ¯Â¿Â½s Business If I DoÃ¯Â¿Â½,Not Suicide post,billie holiday love ain business
@nerer0cket dont worry we'll make the most out of it,Not Suicide post,not worry make
wanted to kill her.,Not Suicide post,wanted kill
"@MoeruItami,[#XB2RP  | #MVRP],yeah, fuck it. im logging out. ill maybe make another account some other time and follow people i like but i really dont want to be here anymore. i dont enjoy the verse, waaay too toxic.",Potential Suicide post ,yeah fuck logging make account time follow people not here anymore not enjoy verse toxic
Why did I even come back I want to fucking die I'm tired of everything,Potential Suicide post ,back fucking die tired
RT @DrA_001: Buying your girl weaves is love language on its own ð¯,Not Suicide post,retweet buying girl weave love language
"eating pre-peeled oranges, too lazy to peel my own orange.",Not Suicide post,eating pre peeled orange lazy peel orange
@Mendelt Goodmorning dude! long time no see,Not Suicide post,goodmorning dude long time
"@neilpk70 @2pc_Viking @DianeMariePosts @M_S_Fricker You are being narrow minded....it's about the people, who jsutâ¦ https://t.co/4gsj86SZmV",Potential Suicide post ,narrow minded people jsut
@ilovetypography and in danish its &quot;rytme&quot;,Not Suicide post,danish rytme
I thought Iâve hated myself before but now i really truly hate myself so god damn much.,Potential Suicide post ,thought hated hate god damn
@sputnick42 welcome &amp; good to see you!,Not Suicide post,good
"ahhh!!! The Shoe throwing Tradition.. After Pakistan and Iraq, Now in India http://bit.ly/s6lea",Not Suicide post,ah shoe throwing tradition pakistan iraq india
tellin two of my bfflÃ¯Â¿Â½s to sign up here,Not Suicide post,tellin bffl sign here
@BBQNYC thats right unc!!! what a game...,Not Suicide post,unc game
"@alexasberthold,The Moon,I cant do this im a fucking wreck i havent touched a thing at work i have cried here since 8am but i dont want to leave because i have to go say goodbye to someone i shouldnt be. Idk what to do with myself anymore",Potential Suicide post ,moon fucking wreck not touched thing work cried here not leave goodbye not not anymore
Is up at 7 am for no reason. Had a great day yesterday... hopes today is just as good,Not Suicide post,reason great day yesterday hope today good
survive but tired like shit whatâs the point of living,Potential Suicide post ,survive tired shit point living
I hate myself sm. I just wanna die. I donât deserve to live.,Potential Suicide post ,hate sm die not deserve live
"@TennisGrapevine ""Thousands of dead children"", as he put it. Sigh.",Potential Suicide post ,thousand dead child put sigh
I'm tired of living tbh,Potential Suicide post ,tired living honest
Damn I hate myself,Potential Suicide post ,damn hate
@REGYATES Nice pictures! Glad your having a good time!,Not Suicide post,nice picture glad good time
@coollike don't quit Twitter,Not Suicide post,not quit twitter
RT @akiresaur: Learn the art of being alone and being happy at the same time.,Not Suicide post,retweet learn art happy time
"@sokeri thanks for the help, i have realized that Now I need you to make it work.",Not Suicide post,realized make work
"checking out virtual box, looks quite nice",Not Suicide post,checking virtual box nice
"@Rukaarii Just woken up, very pleased he won. Was it a good match?",Not Suicide post,woken pleased won good match
Somebody kill the evil version of me please!!,Potential Suicide post ,kill evil version
"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",Not Suicide post,heading home today easter break parent not home today learned thursday surprise
RT @MandalMadhura: @narendramodi Itâs a black Diwali for all of us who failed to #LetAvniLive. while we reached out to ur office with evideâ¦,Potential Suicide post ,retweet black diwali failed reached office evide
I dont want to be here anymore,Potential Suicide post ,not here anymore
"I'm getting tired of people going through everything, like literally everytime I die its cuz someone goes my stuff",Potential Suicide post ,tired people literally everytime die cuz stuff
@ThE_ED uh oh you're in trouble,Not Suicide post,uh trouble
Won my first game of settlers ..and I didn't even realize I could have won the pound before haha,Not Suicide post,won game settler not realize won pound haha
"hey hey hey, just joined Twitter. sounds like a nice thing",Not Suicide post,hey hey hey joined twitter sound nice thing
@Boddingtons baby id try anything for the first time wi you...,Not Suicide post,baby id time wi
ptsd and alcohol i had some extremely horrible violent stuff happen to me a few years ago i was 21 nowi am26 i forgot about repressed it or whatever for several years something unrelated one day made me remember everything it all came flooding back into my mind and it was like i was reliving it all and felt like i was having a never ending panic attack for about 4 days this buried trauma explained a lot about why my alcohol pornography cigarette usages were all insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what happened to anyone even people i trust like my family or a potential therapist due to extreme irrational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horrible thoughts and cant escape them i tried getting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i dont know what to do i dont want to give up ,Potential Suicide post ,ptsd alcohol extremely horrible violent stuff happen year ago nowi forgot repressed year unrelated day made remember flooding back mind reliving felt ending panic attack day buried trauma explained lot alcohol pornography cigarette usage insanely high point fucked life relationship people close signifigant waysi amafraid talk happened people trust family potential therapist due extreme irrational paranoia people involved finding hurting sometimesi amjust completely consumed negative horrible thought escape sliding scale therapist couple year ago gave idea therapy not not give
@AMyburgh No problem.,Not Suicide post,problem
buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it doesnt make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blood ,Potential Suicide post ,buying gun tomorrow store closed ll spare detail life give shit anywayi amjust help aware not not make shit difference sick wasting life time money air love people life not worth living shit not knife bring draw blood
"There is only One seat at The Church of Jason. My Life; My Choice; My Belief; My artistic expression. Sorry, thereâ¦ https://t.co/cIilCixUQK",Potential Suicide post ,seat church jason life choice belief artistic expression
@michaelgrainger heh heh but you cld use it for anything almost lol,Not Suicide post,heh heh cld laughing loud
@Thetoffeemen1 @SimonMidi9790 @RonaldKoeman @Everton sure just get that homework done while celebrating that poin https://t.co/oi7X3ZTLGy,Not Suicide post,homework celebrating poin
@weinerburger haha it was alright. we ended up paying abt $900. and yes i am coming to school tmoro oh oli pood tday! ;D,Not Suicide post,haha alright ended paying coming school tmoro oli pood tday
"Iâm tired of lies and living in lies, of people showing only the versions they want to show and of shows that people put on.",Potential Suicide post ,tired lie living lie people showing version show show people put
Happy birthday big guy keep up the good work @Brandon_Leach7,Not Suicide post,happy birthday big guy good work
@andreascliment It's a nice piece of software indeed,Not Suicide post,nice piece software
"Im exhausted to the point where I NEED my peace. Ive gone as far as deciding I would die for it, cut ties for it. Iâ¦ https://t.co/Nh4RvwANDg",Potential Suicide post ,exhausted point peace deciding die cut tie
RT @juliareyes004: @Ryankingry You or the picture?! Cus damn both be looking so good! ðð¤©,Potential Suicide post ,retweet picture cu damn good
"iâm tired of struggling, im tired of asking for help and mostly iâm just tired of life. itâs not worth living anymore.",Potential Suicide post ,tired struggling tired tired life not worth living anymore
ok... now I have tkts for 2nite... Fast and the Furious! hope is GREAT after being sold out for the weekend!...,Not Suicide post,tkts nite fast furious hope great sold weekend
@michelpoulain Bon courage pour Magento !,Not Suicide post,bon courage pour magento
I just want it to be healthy.,Not Suicide post,healthy
I hate myself more than anything in the world,Potential Suicide post ,hate world
But I'm just a motherfucker that want to be dead,Potential Suicide post ,motherfucker dead
@stml Have you been overdoing the William Gibson novels?,Not Suicide post,overdoing william gibson novel
"RT @theseoulstory: Cheers for more wonderful years with HIGHLIGHT Happy 8th anniversary, guys! @ent_aroundus #CELEBRATE_HIGHLIGHT",Not Suicide post,retweet cheer wonderful year highlight happy anniversary guy
I do think homies doing the right thing &amp; deserves every dollar he will get. Steelers are silly for not paying himâ¦ https://t.co/ISoS0lcKTS,Potential Suicide post ,homies thing deserves dollar steelers silly not paying
@Joshmadden - OMG THANKS FOR REPLYING TO ME You just made me sooo happy!!! Please folow me...I've learnt so much from your blogs ),Not Suicide post,god replying made happy folow learnt blog
RT @afrocybergal: iâve been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life.,Potential Suicide post ,retweet ugly life ugh not fair cute era miserable life
@limrobmichael Wala akong specific problem actually. Iâm just so drained and tired of everything i just wanna die hahahaha,Potential Suicide post ,wala akong specific problem drained tired die hahahaha
"@pezholio Interesting, a digital engagement peep. Good to know they're engaging with people at the coal face.",Not Suicide post,interesting digital engagement peep good engaging people coal face
"@vfpuk My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in â39 the thought of fightâ¦ https://t.co/gh1oCMsz7Q",Potential Suicide post ,grandfather fought ww earning military medal la boisselle thought fight
"@LisainDallas it's not 'nerd', Lisa, it's 'retard', remember? Special Olympics? I don't speak Austrian? that guy is breathtaking..",Not Suicide post,not nerd lisa retard remember special olympics not speak austrian guy breathtaking
"important meetings happening all over the office, and i'm not needed in any of them. YES!",Not Suicide post,important meeting happening office not needed
if i am not happy by age 25 i think its best that i just die i am 19 years old i have had anxiety my entire life and depression since i was 12 and its gotten worse and worse over the years add misophonia to that and it makes life torture its especially bad now because i dont know what the fucki am doing in life the only reason i have to live is for my friends and family and because i am too scared to die which is ironic because i wish i was dead most of the time or at least i wish i had never been born but life is scary too anyway if things dont get better in the next 5 years then i fucking quit or maybe i ll pussy out like the pathetic piece of shit coward i am i dont know ,Potential Suicide post ,not happy age die year anxiety entire life depression worse worse year add misophonia make life torture bad not fucki life reason live friend family scared die ironic dead time born life scary thing not year fucking quit ll pussy pathetic piece shit coward not
Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,Potential Suicide post ,damn hardcore hate preheating oven clear ap style
Got banned in my boy Clayster's chat by his thot gf @Lunalovebadxo for saying its sad how CoD pros wake up at 4 PMâ¦ https://t.co/9FJuA5dlC9,Potential Suicide post ,banned boy clayster chat thot gf sad cod pro wake pm
@TayJasper alrite thanxx,Not Suicide post,alrite thanxx
@squishynoms you did not get mumps so thankfully my life is spared WOOP,Not Suicide post,not mumps thankfully life spared woop
Just wanna fucking sleep and never wake up ever again ð,Potential Suicide post ,fucking sleep wake
Messi is tired.,Not Suicide post,messi tired
RT @WayneRooney: Congratulations to Joe Cole on a brilliant career. Enjoy your retirement mate ðð¼ð´ó §ó ¢ó ¥ó ®ó §ó ¿ðð¼ https://t.co/L6Lq9R394n,Not Suicide post,retweet congratulation joe cole brilliant career enjoy retirement mate
"RT @iriswestallens: I just want to remind yâall that without Iris, Barry Allen would be dead right now. But sheâs useless right? #TheFlashâ¦",Potential Suicide post ,retweet remind iris barry allen dead useless
@TheFemGeek Interesting that I was just asking myself that same question!,Not Suicide post,interesting question
@markgeollli Pls donât bring this image to my mind Iâm not ready to die,Potential Suicide post ,not bring image mind not ready die
"@Mummyofmany I have home-made brownies, too....",Not Suicide post,home made brownie
HI-CHEW is literally the best fucking candy ever.,Not Suicide post,chew literally fucking candy
i don t think i can live with what he did to me i was sexually abused for years and i can t take one more second of reliving the feeling of his hands all over my body i would rather take my life than live with the guilt and shame that i feel over this i can t tell anyone what happened to me i feel like i am going insane,Potential Suicide post ,don live sexually abused year reliving feeling hand body life live guilt shame feel happened feel insane
@Carly109 love the new song. and the chorus is real nice and catchy. gud job. who did the track and recording jordan?,Not Suicide post,love song chorus real nice catchy gud job track recording jordan
i ended up in the hospital after suicide attempt and now my heart is messed up they wont let me leave until i am medically stable and then i have to go to psych hospital but i am not sure it will work,Potential Suicide post ,ended hospital suicide attempt heart messed not leave medically stable psych hospital not work
"Ergo, my dreams would be crushed. What would I do then? Work a dead end job for the rest of my life and let forms oâ¦ https://t.co/QyPIHvQKMK",Potential Suicide post ,ergo dream crushed work dead end job rest life form
"@mykitchenstore we are planning our first one this year, egg hunt that is",Not Suicide post,planning year egg hunt
quite bored reallyyy :| on the phone to my baby x,Not Suicide post,bored phone baby
RT @deepee_xo: It's all fun &amp; games until you're throwing up hotcheetos https://t.co/WFnQHu3vaA,Not Suicide post,retweet fun game throwing hotcheetos
An easter egg without the calories http://www.etsy.com/view_listing.php?listing_id=23359320,Not Suicide post,easter egg calorie
"@MissGC : Yeah, I've seen his reply. Congrats, Dear! You must be very happy!",Not Suicide post,yeah reply congrats dear happy
@dandad a beautifully designed fully accessible HTML website,Not Suicide post,beautifully designed fully accessible html website
29 and missed my chance at love death cant come for me fast enough 144 iq thats 9983th percentile i also have a ms and ba from top ten schools cant figure this out somehow i am too old to attract someone i am attracted to and i am behind where a ivy graduate should be 42k at 29 years old in a temp position its just not enough to make me worth something i am so tired of not being loved for who i am and envy the attention women get i dont think i will ever be wanted like that just not good enough,Potential Suicide post ,missed chance love death fast iq percentile miss ba top ten school figure attract attracted ivy graduate year temp position not make worth tired not loved envy attention woman not wanted not good
@hughsbeautiful me too. It's gonna be awesome. Eeek! One week!,Not Suicide post,awesome ek week
Raikb is not tired of everything,Not Suicide post,raikb not tired
feeling very happy with the giant box of chocolates that arrived this morning. Easter is a wonderful but underrated holiday,Not Suicide post,feeling happy giant box chocolate arrived morning easter wonderful underrated holiday
@_WolfGirl_ May 6th We couldn't wait any longer..i was waiting for someone to ask! LOL,Not Suicide post,not wait longer waiting laughing loud
Just got back from a sweltering morning covering Cowboys preseason training and the air-con in the office is brokenâ¦ https://t.co/EidVT1AO1h,Potential Suicide post ,back sweltering morning covering cowboy preseason training air con office broken
"@theschwasound @feraljokes @BethLynch2020 Fuck, somebody come kill me please.",Potential Suicide post ,fuck kill
@CapnSkulduggery Oh dear - it's nearly bedtime at least I'm sure tomorrow will be better. I have urge to hibernate but got work to do!,Not Suicide post,dear bedtime tomorrow urge hibernate work
@ozazure I just trimmed it. I'll post photos soon,Not Suicide post,trimmed post photo
"@Pixieguts really???? why? Call superman, he can save you!!!! We need ya!",Not Suicide post,call superman save ya
hates the people on facebook trying to convince JP1 to get an iPhone.,Not Suicide post,hate people facebook convince jp iphone
"@vkwheels i love the fact, that i said it like Chandler in my head as i read it. and then kept reading n saw u say, &quot;just like Chandler&quot;",Not Suicide post,love fact chandler head read reading chandler
"We need to give a big huge massive shout out to @manny_hockey for his scraper, expertise, and amazing intelligence.â¦ https://t.co/ltQI947boL",Not Suicide post,give big huge massive shout scraper expertise amazing intelligence
@greyseer Decently functional. I'm at work today.,Not Suicide post,decently functional work today
"i'm leaving forever, if you'll miss me whatever",Potential Suicide post ,leaving forever miss
Working like crazy,Not Suicide post,working crazy
More deinstallation fun: wielding power drills &amp; being in love with my spreadsheet organization,Not Suicide post,deinstallation fun wielding power drill love spreadsheet organization
Just bought 2 new reads - The Ten Commandments For Business Failure and More Softies: 22 New Friends For You To Sew And Crochet,Not Suicide post,bought read ten commandment business failure softy friend sew crochet
I donât care who fuck with me at the end of the day i came in this world alone im gon die alone with that being saiâ¦ https://t.co/CuQdOMxwlV,Potential Suicide post ,not care fuck end day world gon die sai
@DEAHQ WHY do you raid Drs offices when you KNOW that illegal fentanyl thru mail is killing people? People are in sâ¦ https://t.co/Q5vMW7XJIq,Potential Suicide post ,raid drs office illegal fentanyl mail killing people people
i am going to kill myself tonight i am a lesbian grad student at a conservative big name school in america my life up until now has been shit i am lonely girls only want to use me for sex i dont feel loved by friends ive been struggling to find a dissertation lab i invented something for a professor in undergrad but now shes stealing it and giving me no credit i want to make sure i do it the right way so that i am gone i am just fucking tired of not feeling valued,Potential Suicide post ,kill tonight lesbian grad student conservative big school america life shit lonely girl sex not feel loved friend struggling find dissertation lab invented professor undergrad stealing giving credit make fucking tired not feeling valued
@webfreelancer hi hi,Not Suicide post,
@sagebrennan: uuuuuuuuggghhhhhh. Was that Chinese or English?,Not Suicide post,ugh chinese english
@mileycyrus lol the conbrainer store thats cute,Not Suicide post,laughing loud conbrainer store cute
want to kill her.,Not Suicide post,kill
she is tired.,Not Suicide post,tired
@electroginge Buy an Mac yay,Not Suicide post,buy mac yay
"@ChildfreeOnline Yes, I would pay more to to fly on in a #childfree section",Not Suicide post,pay fly section
ALWAYS FUCKING STRESSING AND ITS NOT GOOD. DAY BY DAY I JUST FEEL LIKE IM GOING TO FUCKING LOSE IT AND DO IT. YOU WOULDNT CARE THO BECAUSE IM WORTHLESS TO YOU,Potential Suicide post ,fucking stressing not good day day feel fucking lose not care worthless
I Am Going To @lilyroseallen So Keen! Come On June!,Not Suicide post,keen june
"Today i almost kill myself because I almost hit by a truck, thank God.",Not Suicide post,today kill hit truck god
@aamelia lots and many. I illegaly downloaded them (h) BUT then lost them all. so now I only haz whatev ones tozz emails me why?,Not Suicide post,lot illegaly downloaded lost haz whatev tozz email
Good morning Tweeterville! Looking forward to your tweets today Make it an awesome day.,Not Suicide post,good morning tweeterville forward tweet today make awesome day
@gasi67 Not everything.,Not Suicide post,not
Cookie Dough is like âhey donât eat me raw I could make you sickâ not realizing that Iâve been ready to die for things I liked less.,Potential Suicide post ,cookie dough hey not eat raw make sick not realizing ready die thing
i dont feel right i used to have goals and things that i looked forward to but every day that passes i feel worse and worse and i just want it to end already,Potential Suicide post ,not feel goal thing looked forward day pass feel worse worse end
I just want to get my ass done Iâm tired of living this life,Potential Suicide post ,as tired living life
About me and im serious about that. If i were to ever (i dont think i have the guts sadly) do suicide i wouldnt leaâ¦ https://t.co/0bCFEagZl1,Potential Suicide post ,not gut sadly suicide not lea
@jinjaDev watch out for the 2pm brick wall that jumps out at you once the caffeine rush ends,Not Suicide post,watch pm brick wall jump caffeine rush end
I am a thousand percent done with âprotocolsâ and everything else. I am tired of explaining and giving further backâ¦ https://t.co/4I6B8qUF8f,Potential Suicide post ,thousand percent protocol tired explaining giving back
RT @iamfabrizio: Sometimes in life &amp; love situations in order to move ahead we just have to give ourselves over to being vulnerable &amp,Not Suicide post,retweet life love situation order move ahead give vulnerable
http://tr.im/imNg just made a new fluid icon for use with @amiestreet,Not Suicide post,imng made fluid icon
@harbars managed to fix broken moss in 2 min and save demo. Well done #spbpuk,Not Suicide post,managed fix broken moss min save demo
@rainbowdarling lol you and me both. Grumpy and bitter.,Not Suicide post,laughing loud grumpy bitter
"Your imaginary girlfriend wants an NFT for xmas, what you buying them?",Not Suicide post,imaginary girlfriend nft xmas buying
wants something to eat but cant decide what to have shortstack were on home and away and hi tori,Not Suicide post,eat decide shortstack home torus
"RT @TameraMowryTwo: Happy 6th birthday Aden! Alaina was excited to come to your birthday party. But as you said buddy, âShe lives in your hâ¦",Not Suicide post,retweet happy birthday aden alaina excited birthday party buddy life
"http://twitpic.com/2yf0y - Me and my boyfriend, Tom, on my birthday night out",Not Suicide post,boyfriend tom birthday night
"Wait I take this back, I fucking hate living in Markham and I want to actually kill myself damn",Potential Suicide post ,wait back fucking hate living markham kill damn
"becaus honestly, you did nothing wrong. i dont know what the fuck is wrong with me sia. i feel worthless. you gaveâ¦ https://t.co/1RIuadu9mP",Potential Suicide post ,becaus honestly wrong not fuck wrong sia feel worthless gave
